Beach_Name,Measurement_Timestamp,Water_Temperature,Turbidity,Transducer_Depth,Wave_Height,Wave_Period,Battery_Life,Measurement_Timestamp_Label,Measurement_ID
Ohio Street Beach,06/09/2014 02:00:00 PM,18.1,3.64,1.738,0.199,3,11.8,06/09/2014 2:00 PM,OhioStreetBeach201406091400
Calumet Beach,06/09/2014 03:00:00 PM,19.2,2.04,1.506,0.134,4,11.2,06/09/2014 3:00 PM,CalumetBeach201406091500
Montrose Beach,06/09/2014 03:00:00 PM,16.3,24.59,1.605,0.324,3,11.3,06/09/2014 3:00 PM,MontroseBeach201406091500
Ohio Street Beach,06/09/2014 03:00:00 PM,17.9,5.17,1.667,0.237,3,11.8,06/09/2014 3:00 PM,OhioStreetBeach201406091500
Calumet Beach,06/09/2014 05:00:00 PM,19.4,1.94,1.415,0.15,4,11.2,06/09/2014 5:00 PM,CalumetBeach201406091700
Montrose Beach,06/09/2014 05:00:00 PM,16.6,25.45,1.614,0.33,3,11.3,06/09/2014 5:00 PM,MontroseBeach201406091700
Ohio Street Beach,06/09/2014 05:00:00 PM,18.1,5.21,1.65,0.219,4,11.8,06/09/2014 5:00 PM,OhioStreetBeach201406091700
Calumet Beach,06/09/2014 06:00:00 PM,19.3,2.02,1.432,0.15,4,11.2,06/09/2014 6:00 PM,CalumetBeach201406091800
Montrose Beach,06/09/2014 06:00:00 PM,16.5,26.29,1.597,0.295,3,11.3,06/09/2014 6:00 PM,MontroseBeach201406091800
Ohio Street Beach,06/09/2014 06:00:00 PM,17.9,5.14,1.664,0.272,4,11.7,06/09/2014 6:00 PM,OhioStreetBeach201406091800
Calumet Beach,06/09/2014 07:00:00 PM,19.4,1.86,1.458,0.16,4,11.2,06/09/2014 7:00 PM,CalumetBeach201406091900
Montrose Beach,06/09/2014 07:00:00 PM,16.4,26.67,1.653,0.299,3,11.3,06/09/2014 7:00 PM,MontroseBeach201406091900
Ohio Street Beach,06/09/2014 07:00:00 PM,18.1,4.67,1.7,0.216,3,11.7,06/09/2014 7:00 PM,OhioStreetBeach201406091900
Calumet Beach,06/09/2014 08:00:00 PM,19.3,1.91,1.5,0.167,4,11.2,06/09/2014 8:00 PM,CalumetBeach201406092000
Montrose Beach,06/09/2014 08:00:00 PM,16.4,25.89,1.576,0.303,3,11.3,06/09/2014 8:00 PM,MontroseBeach201406092000
Ohio Street Beach,06/09/2014 08:00:00 PM,17.9,4.33,1.699,0.203,3,11.7,06/09/2014 8:00 PM,OhioStreetBeach201406092000
Calumet Beach,06/09/2014 09:00:00 PM,19,2.07,1.401,0.168,3,11.2,06/09/2014 9:00 PM,CalumetBeach201406092100
Montrose Beach,06/09/2014 09:00:00 PM,16.5,26.98,1.633,0.303,3,11.3,06/09/2014 9:00 PM,MontroseBeach201406092100
Calumet Beach,06/09/2014 11:00:00 PM,18.7,2.14,1.488,0.15,3,11.2,06/09/2014 11:00 PM,CalumetBeach201406092300
Ohio Street Beach,06/09/2014 09:00:00 PM,17.9,6.24,1.705,0.189,3,11.7,06/09/2014 9:00 PM,OhioStreetBeach201406092100
Calumet Beach,06/09/2014 10:00:00 PM,18.8,2.17,1.498,0.161,3,11.2,06/09/2014 10:00 PM,CalumetBeach201406092200
Montrose Beach,06/09/2014 10:00:00 PM,16.2,24.35,1.608,0.268,3,11.3,06/09/2014 10:00 PM,MontroseBeach201406092200
Ohio Street Beach,06/09/2014 10:00:00 PM,17.4,4.83,1.715,0.199,3,11.7,06/09/2014 10:00 PM,OhioStreetBeach201406092200
Montrose Beach,06/09/2014 11:00:00 PM,16.2,24.91,1.675,0.284,3,11.3,06/09/2014 11:00 PM,MontroseBeach201406092300
Ohio Street Beach,06/09/2014 11:00:00 PM,17.4,4.42,1.705,0.182,3,11.7,06/09/2014 11:00 PM,OhioStreetBeach201406092300
Calumet Beach,06/10/2014 12:00:00 AM,18.6,2.19,1.458,0.142,3,11.2,06/10/2014 12:00 AM,CalumetBeach201406102400
Montrose Beach,06/10/2014 12:00:00 AM,16.2,23.49,1.606,0.271,3,11.3,06/10/2014 12:00 AM,MontroseBeach201406102400
Ohio Street Beach,06/10/2014 12:00:00 AM,16.7,4.81,1.681,0.168,3,11.7,06/10/2014 12:00 AM,OhioStreetBeach201406102400
Calumet Beach,06/10/2014 01:00:00 AM,18.5,2.2,1.424,0.15,3,11.2,06/10/2014 1:00 AM,CalumetBeach201406100100
Montrose Beach,06/10/2014 01:00:00 AM,16.2,23.45,1.635,0.261,3,11.3,06/10/2014 1:00 AM,MontroseBeach201406100100
Ohio Street Beach,06/10/2014 01:00:00 AM,17.1,3.98,1.694,0.173,3,11.7,06/10/2014 1:00 AM,OhioStreetBeach201406100100
Calumet Beach,06/10/2014 02:00:00 AM,18.4,2.08,1.429,0.136,3,11.2,06/10/2014 2:00 AM,CalumetBeach201406100200
Montrose Beach,06/10/2014 02:00:00 AM,16.1,24.22,1.569,0.262,3,11.3,06/10/2014 2:00 AM,MontroseBeach201406100200
Ohio Street Beach,06/10/2014 02:00:00 AM,17,3.27,1.681,0.152,3,11.7,06/10/2014 2:00 AM,OhioStreetBeach201406100200
Calumet Beach,06/10/2014 03:00:00 AM,18.3,1.98,1.455,0.136,4,11.2,06/10/2014 3:00 AM,CalumetBeach201406100300
Montrose Beach,06/10/2014 03:00:00 AM,16,27.1,1.642,0.247,4,11.3,06/10/2014 3:00 AM,MontroseBeach201406100300
Ohio Street Beach,06/10/2014 03:00:00 AM,16.9,3.4,1.721,0.162,3,11.7,06/10/2014 3:00 AM,OhioStreetBeach201406100300
Calumet Beach,06/10/2014 04:00:00 AM,18.3,1.93,1.4,0.134,4,11.2,06/10/2014 4:00 AM,CalumetBeach201406100400
Montrose Beach,06/10/2014 04:00:00 AM,16,24.79,1.589,0.264,3,11.3,06/10/2014 4:00 AM,MontroseBeach201406100400
Ohio Street Beach,06/10/2014 04:00:00 AM,16.5,3.41,1.691,0.157,3,11.7,06/10/2014 4:00 AM,OhioStreetBeach201406100400
Calumet Beach,06/10/2014 05:00:00 AM,18.2,1.83,1.441,0.136,4,11.2,06/10/2014 5:00 AM,CalumetBeach201406100500
Montrose Beach,06/10/2014 05:00:00 AM,15.9,25.78,1.622,0.267,4,11.3,06/10/2014 5:00 AM,MontroseBeach201406100500
Ohio Street Beach,06/10/2014 05:00:00 AM,16.5,3.6,1.677,0.152,3,11.7,06/10/2014 5:00 AM,OhioStreetBeach201406100500
Calumet Beach,06/10/2014 06:00:00 AM,18.2,1.86,1.393,0.13,4,11.2,06/10/2014 6:00 AM,CalumetBeach201406100600
Montrose Beach,06/10/2014 06:00:00 AM,15.8,25.29,1.555,0.293,3,11.3,06/10/2014 6:00 AM,MontroseBeach201406100600
Ohio Street Beach,06/10/2014 06:00:00 AM,16.2,4.13,1.646,0.159,3,11.7,06/10/2014 6:00 AM,OhioStreetBeach201406100600
Calumet Beach,06/10/2014 07:00:00 AM,18.1,1.82,1.407,0.124,3,11.2,06/10/2014 7:00 AM,CalumetBeach201406100700
Montrose Beach,06/10/2014 07:00:00 AM,15.8,27.6,1.614,0.287,3,11.3,06/10/2014 7:00 AM,MontroseBeach201406100700
Ohio Street Beach,06/10/2014 07:00:00 AM,15.9,4.2,1.673,0.178,4,11.7,06/10/2014 7:00 AM,OhioStreetBeach201406100700
Calumet Beach,06/10/2014 08:00:00 AM,18.1,1.68,1.457,0.127,3,11.2,06/10/2014 8:00 AM,CalumetBeach201406100800
Montrose Beach,06/10/2014 08:00:00 AM,15.8,24.67,1.573,0.284,3,11.3,06/10/2014 8:00 AM,MontroseBeach201406100800
Ohio Street Beach,06/10/2014 08:00:00 AM,15.7,4.25,1.669,0.204,3,11.7,06/10/2014 8:00 AM,OhioStreetBeach201406100800
Calumet Beach,06/10/2014 09:00:00 AM,18.1,1.62,1.462,0.132,3,11.2,06/10/2014 9:00 AM,CalumetBeach201406100900
Montrose Beach,06/10/2014 09:00:00 AM,15.7,27.8,1.632,0.286,3,11.3,06/10/2014 9:00 AM,MontroseBeach201406100900
Ohio Street Beach,06/10/2014 09:00:00 AM,15.9,4.06,1.723,0.188,4,11.7,06/10/2014 9:00 AM,OhioStreetBeach201406100900
Calumet Beach,06/10/2014 10:00:00 AM,18.1,1.67,1.456,0.129,3,11.2,06/10/2014 10:00 AM,CalumetBeach201406101000
Montrose Beach,06/10/2014 10:00:00 AM,15.8,25.19,1.654,0.298,3,11.3,06/10/2014 10:00 AM,MontroseBeach201406101000
Ohio Street Beach,06/10/2014 10:00:00 AM,16,4.45,1.717,0.211,3,11.7,06/10/2014 10:00 AM,OhioStreetBeach201406101000
Calumet Beach,06/10/2014 11:00:00 AM,18.1,1.65,1.521,0.131,3,11.2,06/10/2014 11:00 AM,CalumetBeach201406101100
Montrose Beach,06/10/2014 11:00:00 AM,15.9,24.74,1.614,0.274,3,11.3,06/10/2014 11:00 AM,MontroseBeach201406101100
Calumet Beach,06/10/2014 01:00:00 PM,18.1,1.64,1.469,0.139,3,11.1,06/10/2014 1:00 PM,CalumetBeach201406101300
Ohio Street Beach,06/10/2014 11:00:00 AM,16.1,4.23,1.725,0.206,3,11.7,06/10/2014 11:00 AM,OhioStreetBeach201406101100
Calumet Beach,06/10/2014 12:00:00 PM,18.1,1.64,1.443,0.136,3,11.2,06/10/2014 12:00 PM,CalumetBeach201406101200
Montrose Beach,06/10/2014 12:00:00 PM,15.9,23.64,1.625,0.279,3,11.3,06/10/2014 12:00 PM,MontroseBeach201406101200
Ohio Street Beach,06/10/2014 12:00:00 PM,16.2,4.29,1.679,0.198,3,11.7,06/10/2014 12:00 PM,OhioStreetBeach201406101200
Montrose Beach,06/10/2014 01:00:00 PM,15.9,25.25,1.622,0.319,3,11.3,06/10/2014 1:00 PM,MontroseBeach201406101300
Ohio Street Beach,06/10/2014 01:00:00 PM,16.2,4.46,1.729,0.205,3,11.7,06/10/2014 1:00 PM,OhioStreetBeach201406101300
Calumet Beach,06/10/2014 02:00:00 PM,18.1,1.7,1.439,0.143,3,11.2,06/10/2014 2:00 PM,CalumetBeach201406101400
Montrose Beach,06/10/2014 02:00:00 PM,15.9,22.89,1.648,0.313,3,11.3,06/10/2014 2:00 PM,MontroseBeach201406101400
Ohio Street Beach,06/10/2014 02:00:00 PM,16.2,4.76,1.684,0.211,3,11.7,06/10/2014 2:00 PM,OhioStreetBeach201406101400
Calumet Beach,06/10/2014 03:00:00 PM,18.1,1.7,1.515,0.152,3,11.2,06/10/2014 3:00 PM,CalumetBeach201406101500
Montrose Beach,06/10/2014 03:00:00 PM,15.8,23.63,1.632,0.319,3,11.3,06/10/2014 3:00 PM,MontroseBeach201406101500
Ohio Street Beach,06/10/2014 03:00:00 PM,16.2,4.8,1.686,0.225,3,11.7,06/10/2014 3:00 PM,OhioStreetBeach201406101500
Calumet Beach,06/10/2014 04:00:00 PM,18,1.78,1.439,0.155,4,11.1,06/10/2014 4:00 PM,CalumetBeach201406101600
Montrose Beach,06/10/2014 04:00:00 PM,15.8,21.3,1.599,0.336,3,11.3,06/10/2014 4:00 PM,MontroseBeach201406101600
Ohio Street Beach,06/10/2014 04:00:00 PM,16.2,4.84,1.651,0.217,4,11.7,06/10/2014 4:00 PM,OhioStreetBeach201406101600
Calumet Beach,06/10/2014 05:00:00 PM,18,1.75,1.427,0.174,4,11.2,06/10/2014 5:00 PM,CalumetBeach201406101700
Montrose Beach,06/10/2014 05:00:00 PM,15.8,22.1,1.583,0.335,3,11.3,06/10/2014 5:00 PM,MontroseBeach201406101700
Ohio Street Beach,06/10/2014 05:00:00 PM,16.1,5.58,1.627,0.242,3,11.7,06/10/2014 5:00 PM,OhioStreetBeach201406101700
Calumet Beach,06/10/2014 06:00:00 PM,18,1.84,1.443,0.181,4,11.1,06/10/2014 6:00 PM,CalumetBeach201406101800
Montrose Beach,06/10/2014 06:00:00 PM,15.8,22.12,1.597,0.355,4,11.3,06/10/2014 6:00 PM,MontroseBeach201406101800
Ohio Street Beach,06/10/2014 06:00:00 PM,16,5.49,1.656,0.256,4,11.7,06/10/2014 6:00 PM,OhioStreetBeach201406101800
Calumet Beach,06/10/2014 07:00:00 PM,17.9,2.08,1.423,0.178,4,11.1,06/10/2014 7:00 PM,CalumetBeach201406101900
Montrose Beach,06/10/2014 07:00:00 PM,15.7,21.89,1.603,0.376,4,11.3,06/10/2014 7:00 PM,MontroseBeach201406101900
Ohio Street Beach,06/10/2014 07:00:00 PM,15.8,5.5,1.643,0.243,4,11.6,06/10/2014 7:00 PM,OhioStreetBeach201406101900
Calumet Beach,06/10/2014 08:00:00 PM,17.9,2.23,1.472,0.214,4,11.1,06/10/2014 8:00 PM,CalumetBeach201406102000
Montrose Beach,06/10/2014 08:00:00 PM,15.6,17.97,1.614,0.356,4,11.3,06/10/2014 8:00 PM,MontroseBeach201406102000
Ohio Street Beach,06/10/2014 08:00:00 PM,15.7,5.64,1.648,0.262,4,11.6,06/10/2014 8:00 PM,OhioStreetBeach201406102000
Calumet Beach,06/10/2014 09:00:00 PM,17.8,2.32,1.493,0.258,4,11.1,06/10/2014 9:00 PM,CalumetBeach201406102100
Montrose Beach,06/10/2014 09:00:00 PM,15.6,18.58,1.638,0.383,4,11.3,06/10/2014 9:00 PM,MontroseBeach201406102100
Ohio Street Beach,06/10/2014 09:00:00 PM,15.6,6.35,1.717,0.289,4,11.6,06/10/2014 9:00 PM,OhioStreetBeach201406102100
Calumet Beach,06/10/2014 10:00:00 PM,17.7,3.11,1.477,0.25,4,11.1,06/10/2014 10:00 PM,CalumetBeach201406102200
Montrose Beach,06/10/2014 10:00:00 PM,15.6,22.51,1.62,0.42,4,11.3,06/10/2014 10:00 PM,MontroseBeach201406102200
Ohio Street Beach,06/10/2014 10:00:00 PM,15.6,6.79,1.67,0.311,4,11.6,06/10/2014 10:00 PM,OhioStreetBeach201406102200
Calumet Beach,06/10/2014 11:00:00 PM,17.6,3.14,1.508,0.265,4,11.1,06/10/2014 11:00 PM,CalumetBeach201406102300
Montrose Beach,06/10/2014 11:00:00 PM,15.5,23.9,1.646,0.427,4,11.3,06/10/2014 11:00 PM,MontroseBeach201406102300
Ohio Street Beach,06/10/2014 11:00:00 PM,15.5,7.62,1.716,0.294,4,11.6,06/10/2014 11:00 PM,OhioStreetBeach201406102300
Calumet Beach,06/11/2014 12:00:00 AM,17.6,3.39,1.465,0.259,4,11.1,06/11/2014 12:00 AM,CalumetBeach201406112400
Montrose Beach,06/11/2014 12:00:00 AM,15.5,24.98,1.619,0.409,4,11.3,06/11/2014 12:00 AM,MontroseBeach201406112400
Ohio Street Beach,06/11/2014 12:00:00 AM,15.5,6.53,1.662,0.308,4,11.6,06/11/2014 12:00 AM,OhioStreetBeach201406112400
Calumet Beach,06/11/2014 01:00:00 AM,17.6,4.33,1.499,0.273,4,11.1,06/11/2014 1:00 AM,CalumetBeach201406110100
Montrose Beach,06/11/2014 01:00:00 AM,15.4,22.81,1.614,0.41,4,11.3,06/11/2014 1:00 AM,MontroseBeach201406110100
Ohio Street Beach,06/11/2014 01:00:00 AM,15.5,6.13,1.665,0.274,4,11.6,06/11/2014 1:00 AM,OhioStreetBeach201406110100
Calumet Beach,06/11/2014 02:00:00 AM,17.5,3.85,1.447,0.274,5,11.1,06/11/2014 2:00 AM,CalumetBeach201406110200
Montrose Beach,06/11/2014 02:00:00 AM,15.4,23.43,1.614,0.45,4,11.3,06/11/2014 2:00 AM,MontroseBeach201406110200
Ohio Street Beach,06/11/2014 02:00:00 AM,15.5,5.72,1.666,0.247,4,11.6,06/11/2014 2:00 AM,OhioStreetBeach201406110200
Calumet Beach,06/11/2014 03:00:00 AM,17.4,3.64,1.441,0.238,4,11.1,06/11/2014 3:00 AM,CalumetBeach201406110300
Montrose Beach,06/11/2014 03:00:00 AM,15.4,23.19,1.576,0.415,4,11.3,06/11/2014 3:00 AM,MontroseBeach201406110300
Ohio Street Beach,06/11/2014 03:00:00 AM,15.5,5.4,1.654,0.257,4,11.6,06/11/2014 3:00 AM,OhioStreetBeach201406110300
Calumet Beach,06/11/2014 04:00:00 AM,17.5,3.28,1.424,0.254,4,11.1,06/11/2014 4:00 AM,CalumetBeach201406110400
Montrose Beach,06/11/2014 04:00:00 AM,15.3,22.57,1.582,0.466,5,11.3,06/11/2014 4:00 AM,MontroseBeach201406110400
Ohio Street Beach,06/11/2014 04:00:00 AM,15.5,5.24,1.657,0.297,4,11.6,06/11/2014 4:00 AM,OhioStreetBeach201406110400
Calumet Beach,06/11/2014 05:00:00 AM,17.5,2.46,1.398,0.209,4,11.1,06/11/2014 5:00 AM,CalumetBeach201406110500
Montrose Beach,06/11/2014 05:00:00 AM,15.3,23.97,1.576,0.455,5,11.2,06/11/2014 5:00 AM,MontroseBeach201406110500
Ohio Street Beach,06/11/2014 05:00:00 AM,15.4,6.31,1.625,0.28,4,11.6,06/11/2014 5:00 AM,OhioStreetBeach201406110500
Calumet Beach,06/11/2014 06:00:00 AM,17.5,2.39,1.392,0.171,4,11.1,06/11/2014 6:00 AM,CalumetBeach201406110600
Montrose Beach,06/11/2014 06:00:00 AM,15.2,24.57,1.545,0.406,4,11.3,06/11/2014 6:00 AM,MontroseBeach201406110600
Ohio Street Beach,06/11/2014 06:00:00 AM,15.4,7.16,1.601,0.254,4,11.6,06/11/2014 6:00 AM,OhioStreetBeach201406110600
Calumet Beach,06/11/2014 07:00:00 AM,17.4,2.62,1.384,0.156,4,11.1,06/11/2014 7:00 AM,CalumetBeach201406110700
Montrose Beach,06/11/2014 07:00:00 AM,15.2,23.78,1.549,0.385,5,11.3,06/11/2014 7:00 AM,MontroseBeach201406110700
Ohio Street Beach,06/11/2014 07:00:00 AM,15.5,5.61,1.598,0.257,5,11.6,06/11/2014 7:00 AM,OhioStreetBeach201406110700
Calumet Beach,06/11/2014 08:00:00 AM,17.4,2.74,1.387,0.161,4,11.1,06/11/2014 8:00 AM,CalumetBeach201406110800
Montrose Beach,06/11/2014 08:00:00 AM,15.2,21.88,1.542,0.394,5,11.3,06/11/2014 8:00 AM,MontroseBeach201406110800
Ohio Street Beach,06/11/2014 08:00:00 AM,15.6,5.67,1.594,0.22,4,11.6,06/11/2014 8:00 AM,OhioStreetBeach201406110800
Calumet Beach,06/11/2014 09:00:00 AM,17.3,2.71,1.449,0.154,4,11.1,06/11/2014 9:00 AM,CalumetBeach201406110900
Montrose Beach,06/11/2014 09:00:00 AM,15.3,18.94,1.575,0.36,4,11.3,06/11/2014 9:00 AM,MontroseBeach201406110900
Ohio Street Beach,06/11/2014 09:00:00 AM,15.6,5.99,1.667,0.224,5,11.6,06/11/2014 9:00 AM,OhioStreetBeach201406110900
Calumet Beach,06/11/2014 10:00:00 AM,17.1,2.71,1.439,0.155,4,11.1,06/11/2014 10:00 AM,CalumetBeach201406111000
Montrose Beach,06/11/2014 10:00:00 AM,15.3,17.91,1.578,0.357,4,11.3,06/11/2014 10:00 AM,MontroseBeach201406111000
Ohio Street Beach,06/11/2014 10:00:00 AM,15.6,6.24,1.635,0.23,5,11.6,06/11/2014 10:00 AM,OhioStreetBeach201406111000
Calumet Beach,06/11/2014 11:00:00 AM,17,2.46,1.458,0.157,4,11.1,06/11/2014 11:00 AM,CalumetBeach201406111100
Montrose Beach,06/11/2014 11:00:00 AM,15.3,18.59,1.593,0.348,5,11.2,06/11/2014 11:00 AM,MontroseBeach201406111100
Ohio Street Beach,06/11/2014 11:00:00 AM,15.7,7.43,1.647,0.256,5,11.6,06/11/2014 11:00 AM,OhioStreetBeach201406111100
Calumet Beach,06/11/2014 12:00:00 PM,17.2,2.34,1.444,0.144,5,11.1,06/11/2014 12:00 PM,CalumetBeach201406111200
Montrose Beach,06/11/2014 12:00:00 PM,15.3,19.14,1.612,0.339,5,11.2,06/11/2014 12:00 PM,MontroseBeach201406111200
Ohio Street Beach,06/11/2014 12:00:00 PM,15.7,7.41,1.648,0.225,4,11.6,06/11/2014 12:00 PM,OhioStreetBeach201406111200
Calumet Beach,06/11/2014 01:00:00 PM,17.2,2.27,1.464,0.153,4,11.1,06/11/2014 1:00 PM,CalumetBeach201406111300
Montrose Beach,06/11/2014 01:00:00 PM,15.6,18.05,1.587,0.31,4,11.2,06/11/2014 1:00 PM,MontroseBeach201406111300
Ohio Street Beach,06/11/2014 01:00:00 PM,16,7.01,1.637,0.221,4,11.6,06/11/2014 1:00 PM,OhioStreetBeach201406111300
Calumet Beach,06/11/2014 02:00:00 PM,17.5,2.13,1.412,0.145,4,11.1,06/11/2014 2:00 PM,CalumetBeach201406111400
Montrose Beach,06/11/2014 02:00:00 PM,15.8,18.28,1.57,0.289,4,11.2,06/11/2014 2:00 PM,MontroseBeach201406111400
Ohio Street Beach,06/11/2014 02:00:00 PM,16.3,6.95,1.615,0.186,4,11.6,06/11/2014 2:00 PM,OhioStreetBeach201406111400
Calumet Beach,06/11/2014 03:00:00 PM,17.7,2.13,1.423,0.14,4,11.1,06/11/2014 3:00 PM,CalumetBeach201406111500
Montrose Beach,06/11/2014 03:00:00 PM,16,18.23,1.586,0.283,3,11.2,06/11/2014 3:00 PM,MontroseBeach201406111500
Ohio Street Beach,06/11/2014 03:00:00 PM,16.5,6.88,1.654,0.172,4,11.6,06/11/2014 3:00 PM,OhioStreetBeach201406111500
Calumet Beach,06/11/2014 04:00:00 PM,17.9,2.09,1.379,0.125,4,11.1,06/11/2014 4:00 PM,CalumetBeach201406111600
Montrose Beach,06/11/2014 04:00:00 PM,16,19.3,1.575,0.282,4,11.2,06/11/2014 4:00 PM,MontroseBeach201406111600
Ohio Street Beach,06/11/2014 04:00:00 PM,16.5,6.68,1.606,0.18,4,11.6,06/11/2014 4:00 PM,OhioStreetBeach201406111600
Calumet Beach,06/11/2014 05:00:00 PM,17.8,1.98,1.412,0.122,3,11.1,06/11/2014 5:00 PM,CalumetBeach201406111700
Montrose Beach,06/11/2014 05:00:00 PM,15.8,15.05,1.585,0.275,4,11.2,06/11/2014 5:00 PM,MontroseBeach201406111700
Ohio Street Beach,06/11/2014 05:00:00 PM,16.5,6.27,1.634,0.175,4,11.6,06/11/2014 5:00 PM,OhioStreetBeach201406111700
Calumet Beach,06/11/2014 06:00:00 PM,17.7,1.96,1.399,0.124,4,11.1,06/11/2014 6:00 PM,CalumetBeach201406111800
Montrose Beach,06/11/2014 06:00:00 PM,15.8,14.7,1.544,0.284,4,11.2,06/11/2014 6:00 PM,MontroseBeach201406111800
Ohio Street Beach,06/11/2014 06:00:00 PM,16.7,5.89,1.616,0.185,4,11.6,06/11/2014 6:00 PM,OhioStreetBeach201406111800
Calumet Beach,06/11/2014 07:00:00 PM,17.8,1.99,1.389,0.139,4,10.9,06/11/2014 7:00 PM,CalumetBeach201406111900
Montrose Beach,06/11/2014 07:00:00 PM,15.9,14.92,1.545,0.267,3,11.2,06/11/2014 7:00 PM,MontroseBeach201406111900
Ohio Street Beach,06/11/2014 07:00:00 PM,16.7,5.53,1.6,0.197,5,11.6,06/11/2014 7:00 PM,OhioStreetBeach201406111900
Calumet Beach,06/11/2014 08:00:00 PM,18.2,2.37,1.376,0.141,4,11.1,06/11/2014 8:00 PM,CalumetBeach201406112000
Montrose Beach,06/11/2014 08:00:00 PM,15.9,12.94,1.529,0.25,5,11.2,06/11/2014 8:00 PM,MontroseBeach201406112000
Ohio Street Beach,06/11/2014 08:00:00 PM,16.6,5.78,1.609,0.174,5,11.6,06/11/2014 8:00 PM,OhioStreetBeach201406112000
Calumet Beach,06/11/2014 09:00:00 PM,18.1,2.29,1.404,0.13,5,11.1,06/11/2014 9:00 PM,CalumetBeach201406112100
Montrose Beach,06/11/2014 09:00:00 PM,15.9,13.53,1.578,0.242,4,11.2,06/11/2014 9:00 PM,MontroseBeach201406112100
Ohio Street Beach,06/11/2014 09:00:00 PM,16.2,7.07,1.65,0.176,4,11.6,06/11/2014 9:00 PM,OhioStreetBeach201406112100
Calumet Beach,06/13/2014 03:00:00 AM,17.5,1.43,1.367,0.11,3,11.1,06/13/2014 3:00 AM,CalumetBeach201406130300
63rd Street Beach,06/13/2014 03:00:00 AM,16.3,1.66,1.633,0.209,3,12,06/13/2014 3:00 AM,63rdStreetBeach201406130300
Montrose Beach,06/13/2014 03:00:00 AM,15.2,3.12,1.533,0.172,2,11.2,06/13/2014 3:00 AM,MontroseBeach201406130300
Osterman Beach,06/13/2014 03:00:00 AM,14.8,3.66,1.209,0.129,2,12.3,06/13/2014 3:00 AM,OstermanBeach201406130300
Ohio Street Beach,06/13/2014 03:00:00 AM,17.2,4.43,1.62,0.141,2,11.5,06/13/2014 3:00 AM,OhioStreetBeach201406130300
Rainbow Beach,06/13/2014 03:00:00 AM,16.8,2.52,1.431,0.224,3,11.9,06/13/2014 3:00 AM,RainbowBeach201406130300
63rd Street Beach,09/18/2013 10:00:00 AM,18.9,7.56,1.517,0.14,4,11,09/18/2013 10:00 AM,63rdStreetBeach201309181000
Rainbow Beach,05/21/2014 01:00:00 PM,27.1,0.74,0.104,0.013,10,12.6,05/21/2014 1:00 PM,RainbowBeach201405211300
Osterman Beach,08/31/2013 11:00:00 PM,21.5,3.51,1.538,0.231,4,9.4,08/31/2013 11:00 PM,OstermanBeach201308312300
Calumet Beach,06/13/2014 03:00:00 PM,19.1,1.19,1.451,0.139,2,11,06/13/2014 3:00 PM,CalumetBeach201406131500
63rd Street Beach,06/13/2014 03:00:00 PM,17.7,1.07,1.7,0.153,2,11.9,06/13/2014 3:00 PM,63rdStreetBeach201406131500
Montrose Beach,06/13/2014 03:00:00 PM,17.1,2.43,1.515,0.197,4,11.2,06/13/2014 3:00 PM,MontroseBeach201406131500
Osterman Beach,06/13/2014 03:00:00 PM,16.8,3.03,1.205,0.153,4,12.2,06/13/2014 3:00 PM,OstermanBeach201406131500
Ohio Street Beach,06/13/2014 03:00:00 PM,18.7,3.7,1.592,0.144,3,11.4,06/13/2014 3:00 PM,OhioStreetBeach201406131500
Rainbow Beach,06/13/2014 03:00:00 PM,18.7,2.47,1.487,0.151,3,11.7,06/13/2014 3:00 PM,RainbowBeach201406131500
Calumet Beach,06/11/2014 10:00:00 PM,18.1,2.32,1.397,0.126,4,11.1,06/11/2014 10:00 PM,CalumetBeach201406112200
Montrose Beach,06/11/2014 10:00:00 PM,15.9,14.29,1.555,0.234,4,11.2,06/11/2014 10:00 PM,MontroseBeach201406112200
Ohio Street Beach,06/11/2014 10:00:00 PM,15.9,6.45,1.622,0.177,5,11.5,06/11/2014 10:00 PM,OhioStreetBeach201406112200
Calumet Beach,06/11/2014 11:00:00 PM,17.9,2.03,1.414,0.135,5,11.1,06/11/2014 11:00 PM,CalumetBeach201406112300
Montrose Beach,06/11/2014 11:00:00 PM,15.9,14.3,1.598,0.227,4,11.2,06/11/2014 11:00 PM,MontroseBeach201406112300
Ohio Street Beach,06/11/2014 11:00:00 PM,15.8,6.91,1.668,0.156,4,11.5,06/11/2014 11:00 PM,OhioStreetBeach201406112300
Calumet Beach,06/12/2014 12:00:00 AM,17.9,2.28,1.429,0.12,5,11.1,06/12/2014 12:00 AM,CalumetBeach201406122400
Montrose Beach,06/12/2014 12:00:00 AM,15.8,14.81,1.56,0.214,3,11.2,06/12/2014 12:00 AM,MontroseBeach201406122400
Ohio Street Beach,06/12/2014 12:00:00 AM,15.8,6.76,1.621,0.159,4,11.5,06/12/2014 12:00 AM,OhioStreetBeach201406122400
Calumet Beach,06/12/2014 01:00:00 AM,17.9,2.3,1.407,0.121,5,11.1,06/12/2014 1:00 AM,CalumetBeach201406120100
Montrose Beach,06/12/2014 01:00:00 AM,15.8,14.21,1.626,0.222,4,11.2,06/12/2014 1:00 AM,MontroseBeach201406120100
Ohio Street Beach,06/12/2014 01:00:00 AM,15.8,6.37,1.69,0.159,5,11.5,06/12/2014 1:00 AM,OhioStreetBeach201406120100
